STATUS,sEXT,sNEU,sAGR,sCON,sOPN,SENTIMENT
kill god recogn ownpropnam,3.45,2.85,2.8,2.7,4.15,-0.5574
face fact act mantra know doctrin offer harder youd think swear human seem hardwir anyth face fact dont pray dont wish dont buy centuriesold dogma dead rhetor dont give condit vision fuckedup sens whatev face fact act,3.45,2.85,2.8,2.7,4.15,-0.7408
stabil mean run countri stabl cuba stabl that call stabil,3.45,2.85,2.8,2.7,4.15,0.0
avatar best pictur,3.45,2.85,2.8,2.7,4.15,0.6369
wow new orlean,3.45,2.85,2.8,2.7,4.15,0.5859
bamboo think wood piss,3.45,2.85,2.8,2.7,4.15,-0.4019
pass stat motherfuck,3.45,2.85,2.8,2.7,4.15,0.0
hey actual decemb,3.45,2.85,2.8,2.7,4.15,0.0
got food poison,3.45,2.85,2.8,2.7,4.15,-0.5423
show complet smooth oper ill show cover real boat rock propnam,3.45,2.85,2.8,2.7,4.15,-0.4215
see anoth king think shall bite himpropnam,3.45,2.85,2.8,2.7,4.15,0.0
rule great peopl greatli admir appear think deep thought probabl think lunch,3.45,2.85,2.8,2.7,4.15,0.6249
rule consensu american object dont oper,3.45,2.85,2.8,2.7,4.15,0.0
libertarian anarch rich peopl,3.45,2.85,2.8,2.7,4.15,0.6705
progress made lazi men look easier way thingsheinlein,3.45,2.85,2.8,2.7,4.15,0.6808
one let charm vehicl entir unit state marin corp,3.45,2.85,2.8,2.7,4.15,0.4019
rip propnam,3.45,2.85,2.8,2.7,4.15,0.0
didnt know propnam appar hebrew name mean lord rememb basic incred,3.45,2.85,2.8,2.7,4.15,0.0
let go lion,3.45,2.85,2.8,2.7,4.15,0.0
propnam eject new york state senat good slash girlfriend knife,3.45,2.85,2.8,2.7,4.15,0.2023
good work golden globe,3.45,2.85,2.8,2.7,4.15,0.4404
prophet versu profit time,3.45,2.85,2.8,2.7,4.15,0.4404
four day camp trip holi crap go fun,3.15,1.9,4.15,4.0,3.55,0.1779
chang name,3.15,1.9,4.15,4.0,3.55,0.0
thing got realli complic,3.15,1.9,4.15,4.0,3.55,0.0
im back sunburn bad ill live guess,3.15,1.9,4.15,4.0,3.55,-0.743
bore tear well liter im still bore,3.15,1.9,4.15,4.0,3.55,-0.2263
what mind well hope top head,3.15,1.9,4.15,4.0,3.55,0.7003
happi fourth everyon,3.15,1.9,4.15,4.0,3.55,0.0
still noth summer,3.15,1.9,4.15,4.0,3.55,0.0
first day school ssloooooww hopefuli get better year go,3.15,1.9,4.15,4.0,3.55,0.4404
footbal first scrimmag today gonna awesom,3.15,1.9,4.15,4.0,3.55,0.0
think fun run circl around someon run even better get tire first,3.15,1.9,4.15,4.0,3.55,0.7351
think fun run circl around someon run even better get tire first,3.15,1.9,4.15,4.0,3.55,0.7351
one one bore,3.15,1.9,4.15,4.0,3.55,-0.25
cant wait fair bowl,3.15,1.9,4.15,4.0,3.55,-0.2411
35 34 close still win,3.15,1.9,4.15,4.0,3.55,0.5859
haha cant say im bore person time great weekend,3.15,1.9,4.15,4.0,3.55,0.8334
im bored,3.15,1.9,4.15,4.0,3.55,-0.2732
fun school hmmm nvm,3.15,1.9,4.15,4.0,3.55,0.5106
snow morn suppos happen,3.15,1.9,4.15,4.0,3.55,0.0
cant wait friday footbal game,3.15,1.9,4.15,4.0,3.55,0.0
like greenhand confer enjoy watch volleybal woop butt today,3.15,1.9,4.15,4.0,3.55,0.6908
im bore,3.15,1.9,4.15,4.0,3.55,-0.25
awesom cool,3.15,1.9,4.15,4.0,3.55,0.3182
homecom awesom love get tackl wanna play,3.15,1.9,4.15,4.0,3.55,0.765
im bore today im alway bore dont know hmmm,3.15,1.9,4.15,4.0,3.55,-0.4588
chang facebook user name,3.15,1.9,4.15,4.0,3.55,0.0
cant wait friday,3.15,1.9,4.15,4.0,3.55,0.0
scari peopl today whisper opposit sex day,3.15,1.9,4.15,4.0,3.55,0.0
great life first nose fricken hand,3.15,1.9,4.15,4.0,3.55,0.8074
ugh anoth game lost need work team,3.15,1.9,4.15,4.0,3.55,-0.6249
basketbal fun weve lost two game two,3.15,1.9,4.15,4.0,3.55,0.25
lost anoth game dang close,3.15,1.9,4.15,4.0,3.55,-0.3182
new statu time put oh well,3.15,1.9,4.15,4.0,3.55,0.2732
complet honest next 24 hoursyou ask one question inboxani question matter crazi wrong isbut ask one question full honestybut dare put statu see question get x interest,3.15,1.9,4.15,4.0,3.55,0.5106
ah hate sick go school tomorrow hate,3.15,1.9,4.15,4.0,3.55,-0.8934
complet honest next 24 hoursyou ask one question inboxani question matter crazi wrong isbut ask one question full honestybut dare put statu see question get x interest,3.15,1.9,4.15,4.0,3.55,0.5106
dragon ignor human name didntt like bearer,3.15,1.9,4.15,4.0,3.55,0.3612
fie time inc block gchat mean product,4.15,3.1,3.2,3.6,3.8,-0.4404
search perfect margarita,4.15,3.1,3.2,3.6,3.8,0.5719
sit laguardia wonder flight delay saw tv bomb threat evacu earlier today lucki meeee,4.15,3.1,3.2,3.6,3.8,-0.836
take nose ring join corpor world,4.15,3.1,3.2,3.6,3.8,0.296
spent last hour look photo junior abroad london die go back,4.15,3.1,3.2,3.6,3.8,-0.5994
hmmm better fail passfail,4.15,3.1,3.2,3.6,3.8,-0.1531
struggl,4.15,3.1,3.2,3.6,3.8,0.0
ewww 33 snow appar one time sinc 1969,4.15,3.1,3.2,3.6,3.8,0.0
law school hard,4.15,3.1,3.2,3.6,3.8,-0.1027
thank everyon decid get younger year,4.15,3.1,3.2,3.6,3.8,0.3612
work,3.65,3.15,3.45,2.35,4.5,0.0
hope transform isnt sold,3.65,3.15,3.45,2.35,4.5,0.4404
go mellow mushroom work 8,3.65,3.15,3.45,2.35,4.5,0.0
must insan start twitter account,3.65,3.15,3.45,2.35,4.5,0.0
hate propnam start damn farm town app must stert play give gift mafia war fml im loser,3.65,3.15,3.45,2.35,4.5,-0.8555
la la la la,3.65,3.15,3.45,2.35,4.5,0.0
hello high dri,3.65,3.15,3.45,2.35,4.5,0.0
bluff,3.65,3.15,3.45,2.35,4.5,0.0
love gorilla face,3.65,3.15,3.45,2.35,4.5,0.6369
face cover freckl occasion spot vein bodi cover skin see mind goe old line brain tortur analyt thoug,3.65,3.15,3.45,2.35,4.5,0.0
propnam come back tonight yaaaaayyyi,3.65,3.15,3.45,2.35,4.5,0.0
readi school start back summer suck arent actual vacat,3.65,3.15,3.45,2.35,4.5,-0.4404
realiz friend facebook doesnt rememb met wrong discuss,3.65,3.15,3.45,2.35,4.5,0.696
read master fool convolut final book word trillog play stupid facebook app nerd,3.65,3.15,3.45,2.35,4.5,-0.7269
creat linkedin account didnt alreadi mani network account keep track,3.65,3.15,3.45,2.35,4.5,0.0
im think sign freckl eye mirror imag kiss theyr perfectli align specul god make us correspond shape like puzzl piec clay,3.65,3.15,3.45,2.35,4.5,0.7506
work yay,3.65,3.15,3.45,2.35,4.5,0.5267
think keep profil pic tan line fade ever happen,3.65,3.15,3.45,2.35,4.5,0.0
stress great ticket game row 1 babi woot,3.65,3.15,3.45,2.35,4.5,0.6249
got jersi propnam clean car mother free portfolio sister shabbi unexcit 22nd birthday thank everyon,3.65,3.15,3.45,2.35,4.5,0.8176
deal crazi peopl day aa ppl dont forget lectur tonight sure though p,3.65,3.15,3.45,2.35,4.5,0.4526
nan,3.65,3.15,3.45,2.35,4.5,0.0
absolut hate autocad still architectur,3.65,3.15,3.45,2.35,4.5,-0.5719
come ut need touchdown,3.65,3.15,3.45,2.35,4.5,0.0
blah blah blahbut tgif happi weekend everyon,3.65,3.15,3.45,2.35,4.5,0.3612
goddamnit fuck lincoln kick higher guy took helmit rekick bs aaaarrrrg,3.65,3.15,3.45,2.35,4.5,-0.5423
realiz song wanna make love heart woman pick stranger seduc order get child wha,3.65,3.15,3.45,2.35,4.5,0.6369
gaaaarrrg,3.65,3.15,3.45,2.35,4.5,0.0
would like bash head concret wall,3.65,3.15,3.45,2.35,4.5,0.3612
knoxvil break,3.65,3.15,3.45,2.35,4.5,0.0
alkdhoarjenfpreoijn,3.65,3.15,3.45,2.35,4.5,0.0
post halloween pictur eventu,3.65,3.15,3.45,2.35,4.5,0.0
come realiz hate architectur hate integr worst experi ever ill happi pass c,3.65,3.15,3.45,2.35,4.5,-0.936
hope draw finish exactli one week let see work,3.65,3.15,3.45,2.35,4.5,0.4404
nan,3.65,3.15,3.45,2.35,4.5,0.0
inact,3.65,3.15,3.45,2.35,4.5,0.0
upset propnam ditch appoint made wait offic hour ill probabl never get talk wish shed actual job stead take 5 hour lunch break leav earli bitch,3.65,3.15,3.45,2.35,4.5,-0.8875
hungri,3.65,3.15,3.45,2.35,4.5,0.0
need suck,3.65,3.15,3.45,2.35,4.5,-0.4404
due lack anyon interest life updat write delud someon wiill read later actual care got new phone yesterday palm treo pay 30 mo extra use ill abl use interwebz white bluff 30 dollar fair price put cabin fever prevent mayb tweet p,3.65,3.15,3.45,2.35,4.5,0.4767
propnam made today wait half hour past appoint time sheesh propnam awesom enough let hot chocol,3.65,3.15,3.45,2.35,4.5,0.0
knoxilla day tri get germani thing settl still garg,3.65,3.15,3.45,2.35,4.5,0.0
got skype name ljacock,3.65,3.15,3.45,2.35,4.5,0.0
way nola,3.75,3.25,4.5,5.0,4.0,0.0
studi cramp style,3.75,3.25,4.5,5.0,4.0,-0.2023
everyon listen funhousebest record ive heard long time,3.75,3.25,4.5,5.0,4.0,0.0
wish love propnam happi birthday,3.75,3.25,4.5,5.0,4.0,0.7845
work ocb two month cannot wait,3.75,3.25,4.5,5.0,4.0,0.0
cannot believ court allow press publish photo mj kid,3.75,3.25,4.5,5.0,4.0,-0.1695
move back nola firstso littl time,3.75,3.25,4.5,5.0,4.0,0.0
wish friend best luck louisian bar exam,3.75,3.25,4.5,5.0,4.0,0.9201
law graduat prayer godif much ask may pass bar,3.75,3.25,4.5,5.0,4.0,0.0
excit see propnam propnam tonight run propnam see weight fall butt,3.75,3.25,4.5,5.0,4.0,0.0
rue,3.75,3.25,4.5,5.0,4.0,0.0
count day till nola,3.75,3.25,4.5,5.0,4.0,0.0
awesom fourth juli,3.75,3.25,4.5,5.0,4.0,0.0
5 day leav waco forev,3.75,3.25,4.5,5.0,4.0,0.0
final go get car wash tomorrow,3.75,3.25,4.5,5.0,4.0,0.0
scare pc iii bar,3.75,3.25,4.5,5.0,4.0,-0.4939
hopin prayin,3.75,3.25,4.5,5.0,4.0,0.0
cannot believ wednesday alreadi,3.75,3.25,4.5,5.0,4.0,0.0
never get ga work,3.75,3.25,4.5,5.0,4.0,0.0
hope get driveway,3.75,3.25,4.5,5.0,4.0,0.4404
cannot wait see propnam today,3.75,3.25,4.5,5.0,4.0,0.0
hershey day,3.75,3.25,4.5,5.0,4.0,0.0
dat,3.75,3.25,4.5,5.0,4.0,0.0
take home monthli salari realiz,3.75,3.25,4.5,5.0,4.0,0.0
ge final recoveringthank jesu,3.75,3.25,4.5,5.0,4.0,0.0
work,3.75,3.25,4.5,5.0,4.0,0.0
gettin readi tommorrow,3.75,3.25,4.5,5.0,4.0,0.0
get bar applic togethery time year,3.75,3.25,4.5,5.0,4.0,0.0
go deposit first real one ocb,3.75,3.25,4.5,5.0,4.0,0.0
disgust statist ive ever heard avg nyc model 510 110lb,3.75,3.25,4.5,5.0,4.0,-0.5994
stuyd mpre,3.75,3.25,4.5,5.0,4.0,0.0
busi bee,3.75,3.25,4.5,5.0,4.0,0.0
great time see everyon ocb today,3.75,3.25,4.5,5.0,4.0,0.6249
excit see everi stock portfolio outperform market expect,3.75,3.25,4.5,5.0,4.0,0.0
tortur watch propnam propnam stock pantri 15 minut decid get seriou diet,3.75,3.25,4.5,5.0,4.0,0.0
icki feel gone back pranc offic smile usual excess energyne adventur,3.75,3.25,4.5,5.0,4.0,0.3612
happi girl,3.75,3.25,4.5,5.0,4.0,0.0
rain ruin plan,3.75,3.25,4.5,5.0,4.0,-0.5859
best bosss lunch ever,3.75,3.25,4.5,5.0,4.0,0.6369
phone dead chat,3.75,3.25,4.5,5.0,4.0,-0.6486
appar appli law school depaul todayat least that tell,3.75,3.25,4.5,5.0,4.0,0.0
9 pound wont go away,3.75,3.25,4.5,5.0,4.0,0.0
person profession live constantli hit one advers control four thing total control react adapt breath take action,3.75,3.25,4.5,5.0,4.0,0.0
peopl entertain rapper wannab rapper see propnam,3.75,3.25,4.5,5.0,4.0,0.3182
attentionhouston area anim lover montgomeri counti anim shelter close tomorrow adopt free tomorrow 124 euthan anim without home go save life 30 cat 80 dog left pleas repost,3.75,3.25,4.5,5.0,4.0,0.7329
look join junior leagu new orlean anybodi know contact,3.75,3.25,4.5,5.0,4.0,0.296
thank everyon birthday love bout saint need placepeopl watch tonight taker,3.75,3.25,4.5,5.0,4.0,0.7717
exact word renew dl oh cant take licens 25th bday go get bar dmv gonna give new one wont pictur stuff dmv hold take pictur pictur put licens think yell cowork see done yup go bar dmv sigh yeah girl,3.75,3.25,4.5,5.0,4.0,0.3182
believ best other dove candi wrapper say betch,3.75,3.25,4.5,5.0,4.0,0.6369
anyon know good place kennel dog thanksgiv will dogsit,3.75,3.25,4.5,5.0,4.0,0.4404
congratul friend especi propnam pass lousiana bar didnt ill take barbri februaryso studi togeth like old time,3.75,3.25,4.5,5.0,4.0,0.7925
thanksgiv,3.75,3.25,4.5,5.0,4.0,0.0
rather enjoy last day 24 year old,3.75,3.25,4.5,5.0,4.0,0.4939
enjoy beauti sunday audubon park,3.75,3.25,4.5,5.0,4.0,0.4939
swear,3.75,3.25,4.5,5.0,4.0,-0.0516
studi bar pleas pray,3.75,3.25,4.5,5.0,4.0,0.3182
bar,3.75,3.25,4.5,5.0,4.0,0.0
chees fri,3.75,3.25,4.5,5.0,4.0,0.0
happi thanksgiv,3.75,3.25,4.5,5.0,4.0,0.0
get readi nyc,3.75,3.25,4.5,5.0,4.0,0.0
happi new year,3.75,3.25,4.5,5.0,4.0,0.0
studi bar less 1 month,3.75,3.25,4.5,5.0,4.0,0.0
must find time go xma shoppingahhh,3.75,3.25,4.5,5.0,4.0,0.0
white,3.75,3.25,4.5,5.0,4.0,0.0
apt clean coffe barbri,3.75,3.25,4.5,5.0,4.0,0.4019
q propnam go miami watch saint win superbowl park room studi bar examwho idea move test two week hmmmhmmmm fml,3.75,3.25,4.5,5.0,4.0,0.5859
seem attract incompet today,3.75,3.25,4.5,5.0,4.0,0.3612
go propnam take la bar hope doesnt becom bad statist,3.75,3.25,4.5,5.0,4.0,0.6956
dat,3.75,3.25,4.5,5.0,4.0,0.0
geaux saint,3.75,3.25,4.5,5.0,4.0,0.0
put work last night pig n whistl thakn came next week host,3.35,2.75,2.85,3.1,4.15,0.0
go dodger game,3.35,2.75,2.85,3.1,4.15,0.0
think funni white best friend rememb propnam,3.35,2.75,2.85,3.1,4.15,0.8126
tri sing king alpha song strang land,3.35,2.75,2.85,3.1,4.15,0.0
give dodger full attent margin satisfi laker victori,3.35,2.75,2.85,3.1,4.15,0.0
lost voic cheer belov dodger way,3.35,2.75,2.85,3.1,4.15,0.25
watch propnam 315am,3.35,2.75,2.85,3.1,4.15,0.0
believ pineappl express,3.35,2.75,2.85,3.1,4.15,0.0
ace mensa practic test,3.35,2.75,2.85,3.1,4.15,0.0
tell joke tomorrow night pig n whistl hollywood 730pm 10 cover drink minimum ef els,3.35,2.75,2.85,3.1,4.15,0.296
saw manni manni,3.35,2.75,2.85,3.1,4.15,0.0
good salad lunch,3.35,2.75,2.85,3.1,4.15,0.4404
lose mind account dodger right,3.35,2.75,2.85,3.1,4.15,-0.4019
would like hang someon today,3.35,2.75,2.85,3.1,4.15,0.3612
summerslam,3.35,2.75,2.85,3.1,4.15,0.0
readi show tomorrow pig n whistl like usual,3.35,2.75,2.85,3.1,4.15,0.3612
nan,3.35,2.75,2.85,3.1,4.15,0.0
doin,3.35,2.75,2.85,3.1,4.15,0.0
want come show tonightpig n whistle730 joke,3.35,2.75,2.85,3.1,4.15,0.3612
want know doin,3.35,2.75,2.85,3.1,4.15,0.0772
find hard deal would realli like sober anymor,3.35,2.75,2.85,3.1,4.15,0.2732
surviv first day work,3.35,2.75,2.85,3.1,4.15,0.0
want come tomorrow night 730pm downtown comedi club hear joke,3.35,2.75,2.85,3.1,4.15,0.3612
park,3.35,2.75,2.85,3.1,4.15,0.0
crunk right,3.35,2.75,2.85,3.1,4.15,0.0
love propnam propnam negoti guest host wwe raw,3.35,2.75,2.85,3.1,4.15,0.6369
bought new jean,3.35,2.75,2.85,3.1,4.15,0.0
say hennessey dutch straight west coastin son,3.35,2.75,2.85,3.1,4.15,0.2263
happi getth propnam beg halladay,3.35,2.75,2.85,3.1,4.15,0.0
back pig n whistl 730pm 5 1 drink funni shit watch thing,3.35,2.75,2.85,3.1,4.15,-0.5574
district 9 proof white peopl charg shit,3.35,2.75,2.85,3.1,4.15,-0.5574
thang yesterday show awesom good time great setsyay,3.35,2.75,2.85,3.1,4.15,0.7906
discombobul yet motiv sober yet unclear stir yet shaken,3.35,2.75,2.85,3.1,4.15,-0.3182
trojan march upward sooner alreadi stop,3.35,2.75,2.85,3.1,4.15,-0.296
fight old familiar feel,3.35,2.75,2.85,3.1,4.15,-0.3818
congest somebodi might die,3.35,2.75,2.85,3.1,4.15,-0.5994
twitter follow wwwtwittercomjulesm35,3.35,2.75,2.85,3.1,4.15,0.0
yet pig n whistle730pm10 cover 0 drink minimumlaa,3.35,2.75,2.85,3.1,4.15,0.0
want come fuck show tonight 730 pig n whistl,3.35,2.75,2.85,3.1,4.15,-0.4939
want see ass la pig n whistl tuesday 730 pm 6714 hollywood blvd 10 host motherfuck show,3.35,2.75,2.85,3.1,4.15,-0.4939
great set tonight video clip follow,3.35,2.75,2.85,3.1,4.15,0.6249
upload shit right,3.35,2.75,2.85,3.1,4.15,-0.5574
bought new shirt may leav hotel room,3.35,2.75,2.85,3.1,4.15,0.0
see reason colleg footbal need playoff fuckin eh,3.35,2.75,2.85,3.1,4.15,0.0
take suggest blog post new planet jule websit yall want seehear,3.35,2.75,2.85,3.1,4.15,0.0772
yall made happen got number tripl digit 2 day second clip gonna within hour get,3.35,2.75,2.85,3.1,4.15,0.0772
need thirteen motherfuck watch new video get new joke wwwyoutubecomjulesm35,3.35,2.75,2.85,3.1,4.15,0.296
thank love far pleas keep watch shit post part 3 tonight put kid bed watch,3.35,2.75,2.85,3.1,4.15,0.4767
see path usc get back nation titl hunt,3.35,2.75,2.85,3.1,4.15,0.0
post part 2 set view tripl digit yall dont wanna miss next bit,3.35,2.75,2.85,3.1,4.15,0.1139
time rape,3.35,2.75,2.85,3.1,4.15,-0.6908
good sport weekend lo angel word,3.35,2.75,2.85,3.1,4.15,0.4404
bout dodger son,3.35,2.75,2.85,3.1,4.15,0.0
learn someth new game play today,3.35,2.75,2.85,3.1,4.15,0.34
viva lo doyer,3.35,2.75,2.85,3.1,4.15,0.0
host preshow downtown comedi club friday next friday next saturday ladi month comedi club hear boy bring,3.35,2.75,2.85,3.1,4.15,0.0
polish set tonight,3.35,2.75,2.85,3.1,4.15,0.0
want come see tonight downtown comedi club im bringin ladi proper see 8 downtown,3.35,2.75,2.85,3.1,4.15,0.0772
vicent doin work go doyer,3.35,2.75,2.85,3.1,4.15,0.0
would like meet man thought 8am accept time start meet saturday meet mean shank,3.35,2.75,2.85,3.1,4.15,0.6249
shout nobel peac prize committe ye,3.35,2.75,2.85,3.1,4.15,0.5106
eel lunch,3.35,2.75,2.85,3.1,4.15,0.0
one final part routin releas tri get sometim tomorrow keep watch stuff though,3.35,2.75,2.85,3.1,4.15,0.0
tri monday tuesday,3.35,2.75,2.85,3.1,4.15,0.0
saw propnam yesterday importantli saw bum scream ever touch sister id fuck propnam yesterday,3.35,2.75,2.85,3.1,4.15,-0.7351
underground comedi loung downtown la wednesday 8 downtown comedi club friday saturday 9pm see,3.35,2.75,2.85,3.1,4.15,0.0
wtf mlb playoff everi team advanc ridicul 9th inning comeback stori wow,3.35,2.75,2.85,3.1,4.15,0.0
take psat,3.35,2.75,2.85,3.1,4.15,0.0
sick peopl good monday get memo peopl your suppos curs sky god bless,3.35,2.75,2.85,3.1,4.15,0.5423
neeeeeed dodger win seri,3.35,2.75,2.85,3.1,4.15,0.5859
wow raini day lo angel im sure somewher midget feel 6 feet tall,3.35,2.75,2.85,3.1,4.15,0.7269
inkwel cafe bk tonight tellin joke 9pm come,3.35,2.75,2.85,3.1,4.15,0.296
love philli hate philli,3.35,2.75,2.85,3.1,4.15,0.128
see downtown comedi club tonight 8pm,3.35,2.75,2.85,3.1,4.15,0.0
got hotel new york citi,3.35,2.75,2.85,3.1,4.15,0.0
explor new school breakfast,3.35,2.75,2.85,3.1,4.15,0.0
moment come bottom 9th want hero,3.35,2.75,2.85,3.1,4.15,0.5994
weather new york shitti,3.35,2.75,2.85,3.1,4.15,0.0
writin,3.35,2.75,2.85,3.1,4.15,0.0
way upset damn dodger even realli upset,3.35,2.75,2.85,3.1,4.15,-0.7845
total black girl,3.35,2.75,2.85,3.1,4.15,0.0
host propnam room comic strip live friday 6 come see superfriend rock joint preparti us,3.35,2.75,2.85,3.1,4.15,0.0
way comic strip right,3.35,2.75,2.85,3.1,4.15,0.0
probabl go detox soon,3.35,2.75,2.85,3.1,4.15,0.0
readi run around aimlessli citi today rain see doesnt happen glad live cali day like,3.35,2.75,2.85,3.1,4.15,0.0052
peopl get readi there chang acom,3.35,2.75,2.85,3.1,4.15,0.0
day week end,3.35,2.75,2.85,3.1,4.15,0.0
smell 20 lead boy blue viva lo doyer,3.35,2.75,2.85,3.1,4.15,0.0
day gave propnam one chanc,3.35,2.75,2.85,3.1,4.15,0.0
evertighten clamp,3.35,2.75,2.85,3.1,4.15,0.0
propnam play read noho gonna shit,3.35,2.75,2.85,3.1,4.15,-0.296
unplug disc 1 track 12,3.35,2.75,2.85,3.1,4.15,0.0
go wrestlemania,3.35,2.75,2.85,3.1,4.15,0.0
noth left world today,3.35,2.75,2.85,3.1,4.15,0.0
rebirth cappella,3.35,2.75,2.85,3.1,4.15,0.0
day lock,3.35,2.75,2.85,3.1,4.15,0.0
love antisteroid commerci major leagu basebal,3.35,2.75,2.85,3.1,4.15,0.6369
thank reliabl therefor upload part 4,3.35,2.75,2.85,3.1,4.15,0.3612
rafi doin work go dodger,3.35,2.75,2.85,3.1,4.15,0.0
cmon blue,3.35,2.75,2.85,3.1,4.15,0.0
got find someon la twist dread help,3.35,2.75,2.85,3.1,4.15,-0.0772
propnam salon takeov,3.35,2.75,2.85,3.1,4.15,0.0
unerground comedi loung tonight downtown la 8pm come stand laugh,3.35,2.75,2.85,3.1,4.15,0.5574
downtown comedi club saturday new materi your invit,3.35,2.75,2.85,3.1,4.15,0.0
steeler left march mad,3.35,2.75,2.85,3.1,4.15,-0.4939
enjoy show dtcc kudo,3.35,2.75,2.85,3.1,4.15,0.4939
andr doin work,3.35,2.75,2.85,3.1,4.15,0.0
goodby new york,3.35,2.75,2.85,3.1,4.15,0.0
stage three time week downtown yeah,3.35,2.75,2.85,3.1,4.15,0.296
step back urban comedi experi wednesday downtown stand,3.35,2.75,2.85,3.1,4.15,0.0
day vacat end,3.35,2.75,2.85,3.1,4.15,0.0
final got bio comedi club websit downtown comedi club shit,3.35,2.75,2.85,3.1,4.15,-0.5574
anybodi want watch survivor seri,3.35,2.75,2.85,3.1,4.15,0.4215
ugh,3.35,2.75,2.85,3.1,4.15,-0.4215
someth new,3.35,2.75,2.85,3.1,4.15,0.0
tiger wood car accid today driver alway least reliabl asset,3.35,2.75,2.85,3.1,4.15,0.3612
grate,3.35,2.75,2.85,3.1,4.15,0.0
go tri whoop ass today,3.35,2.75,2.85,3.1,4.15,-0.5423
long live ihop,3.35,2.75,2.85,3.1,4.15,0.0
sheamu,3.35,2.75,2.85,3.1,4.15,0.0
kill tonight soon power crack open door propnam bust mofo thank support see downtown comedi club friday saturday,3.35,2.75,2.85,3.1,4.15,-0.5994
enjoy wild wednesday big up martini propnam let hope invit back,3.35,2.75,2.85,3.1,4.15,0.7269
propnam wed,3.35,2.75,2.85,3.1,4.15,0.0
jesu guid day,3.35,2.75,2.85,3.1,4.15,0.0
time final took sick day,3.35,2.75,2.85,3.1,4.15,-0.5106
